make,model,year,driveTrain,cylinders,engineTorque,engineType,interiorColor,exteriorColor,horsepower,mileage,mpgHighway,mpgCity,state,transmission,vehicleSize,types,basePrice,body
Honda,Accord,2011,2WD,4,162,Gas,Gray,Gray,190,92814,34,23,Alabama,Automatic,Mid-size,Sedans,14998.0,4D Sedan
Ford,Explorer,2017,4WD,6,255,Gas,Black,White,290,84364,25,18,Alabama,Automatic,Mid-size,Sport Utilities,27998.0,4D Sport Utility
Kia,Telluride,2021,4WD,6,,,White,Gray,,39282,,,Tennessee,Automatic,,Sport Utilities,43998.0,4D Sport Utility
Jeep,Wrangler,2016,4WD,6,260,Gas,Black,Red,285,38852,21,17,Tennessee,Manual 6 Speed,Compact,Sport Utilities,31998.0,2D Sport Utility
Dodge,Charger,2018,2WD,6,260,Gas,Black,Black,292,6470,30,19,Tennessee,Automatic,Full-size,Sedans,32998.0,4D Sedan
Nissan,Sentra,2012,2WD,4,147,Gas,Gray,Red,140,82220,34,27,Colorado,Automatic,Compact,Sedans,12998.0,4D Sedan
Ford,F250,2016,4WD,8,860,Turbo Diesel,Black,White,440,64972,,,Tennessee,Automatic,Full-size,"Pickup Trucks,Diesel Engines",57998.0,4D Crew Cab
Kia,Forte,2019,2WD,4,132,Gas,Black,Black,147,22736,37,27,Georgia,Manual 6 Speed,Compact,Sedans,18998.0,4D Sedan
Lincoln,MKZ Hybrid,2017,2WD,4,129,Hybrid,Tan,Black,188,45780,38,41,Georgia,Automatic,Mid-size,"Luxury Vehicles,Sedans,Hybrids",24998.0,4D Sedan
GMC,Terrain,2019,4WD,4,,,Black,Blue,,29087,,,Alabama,Automatic,Compact,"Crossovers,Sport Utilities",28998.0,4D Sport Utility
Kia,Soul,2016,2WD,4,118,Gas,Black,Brown,130,59348,30,24,Alabama,Automatic,Compact,"Sport Utilities,Wagons",16998.0,4D Wagon
Toyota,Camry,2017,2WD,4,170,Gas,Black,Black,178,46501,33,24,Alabama,Automatic,Mid-size,Sedans,21998.0,4D Sedan
Toyota,Corolla,2017,2WD,4,,,Black,Black,,56691,,,Florida,Automatic,Compact,Sedans,18998.0,4D Sedan
Honda,Civic,2016,2WD,4,162,Turbo Gas,Gray,Blue,174,34401,42,31,Alabama,Automatic,Compact,Sedans,21998.0,4D Sedan
Mazda,CX-9,2015,4WD,6,270,Gas,Tan,Brown,273,69862,22,16,Colorado,Automatic,Full-size,"Crossovers,Sport Utilities",20998.0,4D Sport Utility
Mini,Cooper Countryman,2016,4WD,4,177,Turbo Gas,Black,White,181,45788,31,25,Colorado,Manual 6 Speed,Compact,Sedans,21998.0,4D Hatchback
Audi,A6,2015,4WD,4,,,Brown,Gray,,69503,,,Colorado,Automatic,Mid-size,Sedans,24998.0,4D Sedan
Honda,Odyssey,2019,2WD,6,262,Gas,Black,White,280,59144,28,19,Colorado,Automatic,Mid-size,Minivans and Vans,34998.0,4D Pass Ext Van
BMW,328,2016,2WD,4,255,Turbo Gas,Black,Red,240,73730,35,23,Colorado,Automatic,Mid-size,"Luxury Vehicles,Sedans,Wagons",22998.0,4D Sedan
Infiniti,QX60,2020,4WD,6,270,Gas,Black,Gray,295,22786,26,19,Colorado,Automatic,Mid-size,"Luxury Vehicles,Sport Utilities",41998.0,4D Sport Utility
Jeep,Wrangler,2017,4WD,6,260,Gas,Black,Black,285,47212,21,16,Colorado,Automatic,Compact,Sport Utilities,35998.0,4D Sport Utility
Subaru,Ascent,2019,4WD,4,277,Turbo Gas,Brown,Blue,260,42700,26,20,Colorado,Automatic,,Sport Utilities,37998.0,4D Sport Utility
Nissan,Altima,2017,2WD,4,177,Gas,Black,Black,179,45941,37,26,Tennessee,Automatic,Mid-size,Sedans,20998.0,4D Sedan
GMC,Terrain,2018,4WD,4,203,Turbo Gas,Black,Black,170,17615,28,24,Tennessee,Automatic,Compact,"Crossovers,Sport Utilities",26998.0,4D Sport Utility
Toyota,Corolla iM,2017,2WD,4,126,Gas,Black,Red,137,60710,36,28,Alabama,Automatic,,Sedans,17998.0,4D Hatchback
Chevrolet,Malibu,2020,2WD,4,184,Turbo Gas,Black,Black,160,45002,36,29,Alabama,Automatic,Mid-size,Sedans,23998.0,4D Sedan
Chevrolet,Equinox,2018,4WD,4,203,Turbo Gas,Black,Black,170,12173,30,24,Tennessee,Automatic,Mid-size,"Crossovers,Sport Utilities",26998.0,4D Sport Utility
Toyota,Sequoia,2021,4WD,8,,,Gray,Silver,,19621,,,Colorado,Automatic,Full-size,Sport Utilities,65998.0,4D Sport Utility
Chevrolet,Silverado 1500,2017,4WD,6,305,Gas,Black,White,285,59642,22,17,Tennessee,Automatic,Full-size,Pickup Trucks,31998.0,4D Extended Cab
Ford,Escape,2018,2WD,4,177,Turbo Gas,Gray,Black,179,45287,30,23,Tennessee,Automatic,Compact,"Crossovers,Sport Utilities",20998.0,4D Sport Utility
Chrysler,Pacifica,2018,2WD,6,262,Gas,Black,Silver,287,27803,28,19,Tennessee,Automatic,Mid-size,Minivans and Vans,32998.0,4D Pass Van
Mercedes-Benz,GLE350,2018,4WD,6,273,Gas,Tan,Black,302,58230,22,18,Nebraska,Automatic,Full-size,"Luxury Vehicles,Sport Utilities",38998.0,4D Sport Utility
Ford,Edge,2010,2WD,6,250,Gas,Black,Blue,265,39143,25,18,Nebraska,Automatic,Mid-size,"Crossovers,Sport Utilities",15998.0,4D Sport Utility
Lincoln,Continental,2018,4WD,6,,,Gray,White,,20412,,,Nebraska,Automatic,Full-size,"Luxury Vehicles,Sedans",44998.0,4D Sedan
Nissan,Rogue,2018,4WD,4,175,Gas,Black,Blue,170,38908,32,25,Tennessee,Automatic,Compact,"Crossovers,Sport Utilities",23998.0,4D Sport Utility
Ram,1500,2019,4WD,6,,,Gray,Gray,,13391,,,Tennessee,Automatic,,Pickup Trucks,37998.0,4D Crew Cab
Chevrolet,Sonic,2016,2WD,4,125,Gas,Gray,White,138,45154,35,24,Tennessee,Automatic,Compact,Sedans,15998.0,4D Sedan
Jeep,Renegade,2018,4WD,4,175,Gas,Black,Black,180,34633,29,21,Tennessee,Automatic,,"Crossovers,Sport Utilities",23998.0,4D Sport Utility
Jeep,Patriot,2016,2WD,4,141,Gas,Black,Black,158,56585,30,23,New Mexico,Automatic,Compact,"Crossovers,Sport Utilities",17998.0,4D Sport Utility
GMC,Sierra 1500,2017,2WD,8,,,Gray,White,,50339,,,New Mexico,Automatic,Full-size,Pickup Trucks,27998.0,2D Regular Cab
Dodge,Grand Caravan,2019,2WD,6,260,Gas,Black,Black,283,55433,25,17,Alabama,Automatic,Full-size,Minivans and Vans,25998.0,4D Pass Van
Jeep,Liberty,2012,2WD,6,235,Gas,Black,Silver,210,106827,22,16,Alabama,Automatic,Mid-size,Sport Utilities,13998.0,4D Sport Utility
Lexus,RX 350,2017,4WD,6,267,Gas,Gray,Black,295,38302,26,19,Iowa,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",41998.0,4D Sport Utility
Nissan,Rogue,2015,4WD,4,175,Gas,Black,Gray,170,37354,32,25,Iowa,Automatic,Compact,"Crossovers,Sport Utilities",23998.0,4D Sport Utility
Ram,1500,2018,4WD,8,410,Gas,Gray,White,395,36771,,,Iowa,Automatic,,Pickup Trucks,39998.0,4D Extended Cab
Toyota,Camry,2016,2WD,4,170,Gas,Tan,White,178,62143,35,25,Iowa,Automatic,Mid-size,Sedans,21998.0,4D Sedan
Honda,Odyssey,2018,2WD,6,262,Gas,Gray,Blue,280,30354,28,19,Iowa,Automatic,Mid-size,Minivans and Vans,35998.0,4D Pass Ext Van
Ford,Fusion,2020,2WD,4,185,Turbo Gas,Black,Silver,181,40970,34,23,Alabama,Automatic,Mid-size,Sedans,22998.0,4D Sedan
Toyota,Corolla,2016,2WD,4,128,Gas,Black,Black,132,47696,,,Alabama,Automatic,Compact,Sedans,19998.0,4D Sedan
Hyundai,Sonata,2017,2WD,4,178,Gas,Tan,Red,185,65549,35,25,Alabama,Automatic,Mid-size,Sedans,20998.0,4D Sedan
Buick,Encore,2019,2WD,4,148,Turbo Gas,Black,Black,138,57658,30,25,Tennessee,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",21998.0,4D Sport Utility
Toyota,4Runner,2020,4WD,6,278,Gas,Tan,White,270,6420,19,16,Tennessee,Automatic,Mid-size,Sport Utilities,51998.0,4D Sport Utility
Chevrolet,Tahoe,2014,2WD,8,335,Gas,Tan,Brown,320,90560,21,15,New Mexico,Automatic,Full-size,Sport Utilities,31998.0,4D Sport Utility
Dodge,Charger,2014,2WD,6,260,Gas,Black,Red,292,84011,31,19,Nebraska,Automatic,Full-size,Sedans,21998.0,4D Sedan
Kia,Soul,2018,2WD,4,150,Gas,Black,White,161,55045,30,25,Tennessee,Automatic,Compact,"Sport Utilities,Wagons",17998.0,4D Wagon
Ford,Escape,2018,4WD,4,275,Turbo Gas,Black,Red,245,38838,27,20,Tennessee,Automatic,Compact,"Crossovers,Sport Utilities",25998.0,4D Sport Utility
BMW,I3,2018,2WD,2,,Electric,Gray,White,,15492,,,Tennessee,Automatic,,"Sedans,Hybrids,Electric Vehicles",33998.0,4D Hatchback
Nissan,Xterra,2011,4WD,6,281,Gas,Gray,White,261,53658,20,15,Tennessee,Automatic,Mid-size,Sport Utilities,20998.0,4D Sport Utility
Hyundai,Elantra,2019,2WD,4,132,Gas,Black,White,147,30876,37,28,Nebraska,Automatic,Compact,Sedans,20998.0,4D Sedan
Kia,Sorento,2017,4WD,6,252,Gas,Tan,Red,290,35945,25,18,Nebraska,Automatic,Mid-size,"Crossovers,Sport Utilities",26998.0,4D Sport Utility
Nissan,Kicks,2019,2WD,4,114,Gas,Black,Silver,122,52121,36,31,Tennessee,Automatic,Compact,"Sedans,Sport Utilities",19998.0,4D Sport Utility
Mitsubishi,Mirage G4,2020,2WD,3,74,Gas,Red,Gray,78,19528,,,Tennessee,Automatic,,Sedans,16998.0,4D Sedan
GMC,Terrain,2017,2WD,4,172,Gas,Black,White,182,42436,31,21,Colorado,Automatic,Compact,"Crossovers,Sport Utilities",22998.0,4D Sport Utility
Ford,Explorer,2015,4WD,6,255,Gas,Brown,White,290,110883,23,17,Alabama,Automatic,Mid-size,Sport Utilities,22998.0,4D Sport Utility
Chevrolet,Corvette,2013,2WD,8,424,Gas,Black,Red,430,51462,26,16,Alabama,Automatic,Compact,"Convertibles,Sports Cars",40998.0,2D Convertible
Lexus,IS 250,2014,4WD,6,185,Gas,Tan,White,204,63946,27,20,Alabama,Automatic,Mid-size,"Luxury Vehicles,Sedans",24998.0,4D Sedan
Jeep,Renegade,2020,4WD,4,175,Gas,Black,Red,180,14493,29,21,Tennessee,Automatic,,"Crossovers,Sport Utilities",24998.0,4D Sport Utility
Chevrolet,Equinox,2018,2WD,4,203,Turbo Gas,Gray,Gray,170,48724,32,26,Tennessee,Automatic,Mid-size,"Crossovers,Sport Utilities",21998.0,4D Sport Utility
Toyota,Tacoma,2019,4WD,4,180,Gas,Gray,Red,159,6733,22,19,Tennessee,Automatic,Mid-size,Pickup Trucks,36998.0,4D Extended Cab
Honda,Accord,2020,2WD,4,192,Turbo Gas,Black,Blue,192,31515,35,29,Tennessee,Automatic,Mid-size,Sedans,29998.0,4D Sedan
Ford,Edge,2018,2WD,6,250,Gas,Tan,Red,280,10669,29,20,Tennessee,Automatic,Mid-size,"Crossovers,Sport Utilities",35998.0,4D Sport Utility
Ford,F350,2019,4WD,8,935,Turbo Diesel,Gray,White,450,24662,,,Iowa,Automatic,Full-size,"Pickup Trucks,Diesel Engines",60998.0,4D Crew Cab
Nissan,Pathfinder,2014,2WD,6,240,Gas,Tan,White,260,103443,26,20,Tennessee,Automatic,Mid-size,Sport Utilities,17998.0,4D Sport Utility
Toyota,Corolla,2019,2WD,4,128,Gas,Black,Red,132,5440,36,28,Georgia,Automatic,Compact,Sedans,21998.0,4D Sedan
Porsche,Cayenne,2016,4WD,6,295,Gas,Black,Black,300,25019,24,19,Colorado,Automatic,Mid-size,"Luxury Vehicles,Sport Utilities,Sports Cars",44998.0,4D Sport Utility
Ford,Fusion,2018,4WD,4,270,Turbo Gas,Black,Gray,231,95751,29,20,Colorado,Automatic,Mid-size,Sedans,18998.0,4D Sedan
Toyota,Camry,2021,4WD,4,184,Gas,Black,Black,203,1547,,,Colorado,Automatic,Mid-size,Sedans,34998.0,4D Sedan
Chevrolet,Silverado 1500,2018,2WD,6,,,Gray,Gray,,39832,,,Colorado,Automatic,Full-size,Pickup Trucks,30998.0,4D Extended Cab
Jeep,Grand Cherokee,2019,2WD,6,260,Gas,Black,Gray,293,21494,26,19,Georgia,Automatic,Mid-size,Sport Utilities,30998.0,4D Sport Utility
Ford,Explorer,2018,2WD,6,255,Gas,Black,White,290,35215,24,17,Alabama,Automatic,Mid-size,Sport Utilities,29998.0,4D Sport Utility
Buick,Encore,2019,2WD,4,148,Turbo Gas,Black,White,138,42825,30,25,Alabama,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",22998.0,4D Sport Utility
Honda,Civic,2014,2WD,4,174,Gas,Black,Red,205,53193,31,22,Florida,Manual 6 Speed,Compact,Sedans,22998.0,4D Sedan
Toyota,86,2019,2WD,4,151,Gas,Black,Black,200,10864,32,24,Nebraska,Automatic,Compact,"Coupes,Sports Cars",29998.0,2D Coupe
GMC,Terrain,2017,2WD,6,272,Gas,Gray,Blue,301,38921,31,21,Alabama,Automatic,Compact,"Crossovers,Sport Utilities",23998.0,4D Sport Utility
Mercedes-Benz,E400,2016,4WD,6,354,Turbo Gas,Brown,White,329,35799,28,20,Nebraska,Automatic,Mid-size,"Luxury Vehicles,Sedans",36998.0,4D Sedan
Jeep,Cherokee,2020,4WD,4,295,Turbo Gas,Black,Blue,270,19675,24,18,Colorado,Automatic,Mid-size,Sport Utilities,35998.0,4D Sport Utility
Toyota,Tacoma,2018,2WD,6,265,Gas,Gray,Silver,278,28743,24,19,Colorado,Automatic,Mid-size,Pickup Trucks,31998.0,4D Crew Cab
Volvo,XC90,2017,4WD,4,295,Turbo Supercharged,White,Tan,316,36466,25,20,Colorado,Automatic,Mid-size,"Crossovers,Luxury Vehicles,Sport Utilities",38998.0,4D Sport Utility
Cadillac,XT5,2017,4WD,6,271,Gas,Black,Black,310,29664,26,18,Colorado,Automatic,Full-size,Sport Utilities,32998.0,4D Sport Utility
Volvo,XC60,2013,4WD,6,325,Gas,Tan,Red,300,70153,25,18,Colorado,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",20998.0,4D Sport Utility
Toyota,Corolla,2019,2WD,4,128,Gas,Black,Gray,132,42610,35,28,Tennessee,Automatic,Compact,Sedans,20998.0,4D Sedan
Ford,Escape,2016,2WD,4,184,Turbo Gas,Black,Blue,178,43312,32,23,Tennessee,Automatic,Compact,"Crossovers,Sport Utilities",21998.0,4D Sport Utility
Chrysler,Town and Country,2016,2WD,6,260,Gas,Black,Gray,283,82419,25,17,Alabama,Automatic,Full-size,Minivans and Vans,19998.0,4D Pass Ext Van
Hyundai,Tucson,2019,4WD,4,150,Gas,Gray,Silver,161,44233,25,22,Tennessee,Automatic,Compact,"Crossovers,Sport Utilities",22998.0,4D Sport Utility
Subaru,Forester,2016,4WD,4,174,Gas,Tan,Red,170,101052,32,24,Alabama,Automatic,Mid-size,"Crossovers,Sport Utilities",18998.0,4D Sport Utility
Kia,Sportage,2017,4WD,4,175,Gas,Gray,Black,181,29887,25,21,Tennessee,Automatic,Compact,"Crossovers,Sport Utilities",20998.0,4D Sport Utility
BMW,340,2016,2WD,6,,,Black,Red,,37426,,,Alabama,Manual 6 Speed,,Sedans,31998.0,4D Sedan
GMC,Sierra 1500,2016,4WD,8,,,Black,White,,54885,,,Tennessee,Automatic,Full-size,Pickup Trucks,36998.0,4D Crew Cab
Chevrolet,Volt,2018,2WD,4,294,Hybrid,Black,Silver,149,22103,42,43,Tennessee,Automatic,Compact,"Sedans,Hybrids",20998.0,4D Hatchback
Ram,1500,2021,4WD,8,410,Gas,Gray,Gray,395,11132,,,Tennessee,Automatic,,Pickup Trucks,40998.0,4D Extended Cab
Subaru,Impreza,2014,4WD,4,145,Gas,Black,Silver,148,91270,36,27,Colorado,Automatic,Compact,Wagons,15998.0,4D Hatchback
Hyundai,Sonata,2013,2WD,4,184,Gas,Tan,Gray,198,74348,35,24,Tennessee,Automatic,Mid-size,Sedans,15998.0,4D Sedan
Jeep,Grand Cherokee,2020,4WD,8,390,Gas,Black,White,360,13919,,,Nebraska,Automatic,Mid-size,Sport Utilities,47998.0,4D Sport Utility
Ford,Explorer,2016,4WD,6,350,Turbo Gas,Black,Black,365,56721,22,16,Tennessee,Automatic,Mid-size,Sport Utilities,30998.0,4D Sport Utility
Chevrolet,Cruze,2018,2WD,4,177,Turbo Gas,Black,Silver,153,30230,40,29,Tennessee,Automatic,Compact,Sedans,18998.0,4D Sedan
Subaru,WRX,2021,4WD,4,,,Black,Blue,,178,,,Alabama,Manual 6 Speed,,Sedans,32998.0,4D Sedan
Volkswagen,Tiguan,2016,4WD,4,207,Turbo Gas,Black,Silver,200,66845,26,20,New Mexico,Automatic,Compact,"Luxury Vehicles,Sport Utilities",19998.0,4D Sport Utility
Honda,CR-V,2010,2WD,4,161,Gas,Gray,Blue,180,93510,28,21,Alabama,Automatic,Compact,"Crossovers,Sport Utilities",14998.0,4D Sport Utility
Nissan,Rogue Sport,2020,4WD,4,147,Gas,Black,Blue,141,12677,30,24,New Mexico,Automatic,Mid-size,"Crossovers,Sport Utilities,Sports Cars,Wagons",25998.0,4D Sport Utility
Fiat,124 Spider,2019,2WD,4,184,Turbo Gas,Black,Black,164,5069,35,26,Iowa,Automatic,,"Convertibles,Sports Cars",28998.0,2D Convertible
Jeep,Grand Cherokee,2019,4WD,6,260,Gas,Black,Silver,293,30675,25,18,Iowa,Automatic,Mid-size,Sport Utilities,33998.0,4D Sport Utility
Ford,Bronco Sport,2021,4WD,3,,,Blue,Black,,8471,,,Iowa,Automatic,,Sport Utilities,44998.0,4D Sport Utility
Volkswagen,Jetta,2019,2WD,4,184,Turbo Gas,Black,Gray,147,29642,40,30,Alabama,Automatic,Mid-size,Sedans,21998.0,4D Sedan
Volkswagen,Passat,2019,2WD,4,184,Turbo Gas,Black,Silver,174,46169,36,25,Alabama,Automatic,Mid-size,Sedans,20998.0,4D Sedan
Honda,Civic,2016,2WD,4,138,Gas,Black,Blue,158,50743,41,31,Alabama,Automatic,Compact,Sedans,20998.0,4D Sedan
Toyota,Tundra,2018,2WD,8,401,Gas,Black,White,381,35323,18,13,Tennessee,Automatic,Full-size,Pickup Trucks,44998.0,4D Crew Cab
Ram,1500,2014,4WD,8,410,Gas,Gray,Red,395,66870,23,16,Tennessee,Automatic,,Pickup Trucks,29998.0,4D Extended Cab
BMW,M2,2017,2WD,6,343,Turbo Gas,Black,Blue,365,4211,26,18,Tennessee,Manual 6 Speed,Full-size,"Luxury Vehicles,Coupes,Sports Cars",54998.0,2D Coupe
Chevrolet,Malibu,2020,2WD,4,184,Turbo Gas,Black,Silver,160,32813,36,29,Tennessee,Automatic,Mid-size,Sedans,23998.0,4D Sedan
GMC,Acadia,2018,2WD,6,271,Gas,Black,Black,310,33995,25,18,Tennessee,Automatic,Mid-size,"Crossovers,Sport Utilities",37998.0,4D Sport Utility
Honda,Odyssey,2021,2WD,6,,,Gray,Gray,,5313,,,Texas,Automatic,Mid-size,Minivans and Vans,33998.0,4D Pass Van
Lincoln,Continental,2017,4WD,6,380,Turbo Gas,White,Gray,335,37803,25,17,Texas,Automatic,Full-size,"Luxury Vehicles,Sedans",41998.0,4D Sedan
Jeep,Wrangler,2017,4WD,6,260,Gas,Black,Black,285,37683,21,16,New Mexico,Automatic,Compact,Sport Utilities,40998.0,4D Sport Utility
Jeep,Renegade,2017,4WD,4,175,Gas,Black,Red,180,29432,29,21,Tennessee,Automatic,,"Crossovers,Sport Utilities",21998.0,4D Sport Utility
Nissan,Kicks,2018,2WD,4,115,Gas,Black,White,125,34169,36,31,Tennessee,Automatic,Compact,"Sedans,Sport Utilities",19998.0,4D Sport Utility
Kia,Soul,2019,2WD,4,118,Gas,Black,White,130,10468,31,26,Tennessee,Automatic,Compact,"Sport Utilities,Wagons",22998.0,4D Wagon
Kia,Telluride,2021,4WD,6,,,Black,Silver,,15474,,,Colorado,Automatic,,Sport Utilities,44998.0,4D Sport Utility
Mazda,CX-5,2018,2WD,4,186,Gas,Black,Gray,187,14597,31,25,Nebraska,Automatic,Compact,"Crossovers,Sport Utilities",27998.0,4D Sport Utility
Honda,Pilot,2019,2WD,6,262,Gas,Gray,Blue,280,23730,27,19,Colorado,Automatic,Mid-size,"Crossovers,Sport Utilities",31998.0,4D Sport Utility
Ford,Explorer,2018,4WD,6,255,Gas,Black,White,290,24449,22,16,Tennessee,Automatic,Mid-size,Sport Utilities,37998.0,4D Sport Utility
Nissan,Rogue,2017,4WD,6,,,Black,Black,,14363,,,Tennessee,Automatic,Compact,Sport Utilities,28998.0,4D Sport Utility
Mercedes-Benz,E400,2017,2WD,6,354,Turbo Gas,Gray,Black,329,40372,29,20,Alabama,Automatic,Mid-size,"Coupes,Convertibles",43998.0,2D Convertible
Hyundai,Elantra,2019,2WD,4,132,Gas,Black,Silver,147,45555,38,29,Alabama,Automatic,Compact,Sedans,18998.0,4D Sedan
Honda,CR-V,2017,2WD,4,179,Turbo Gas,Gray,Gray,190,31647,34,28,Alabama,Automatic,Compact,"Crossovers,Sport Utilities",27998.0,4D Sport Utility
Toyota,Camry,2019,2WD,4,184,Gas,Black,Green,203,20603,39,28,Tennessee,Automatic,Mid-size,Sedans,27998.0,4D Sedan
Kia,Telluride,2021,4WD,6,,,Black,Silver,,6207,,,Tennessee,Automatic,,Sport Utilities,45998.0,4D Sport Utility
Toyota,Camry,2019,2WD,4,186,Gas,Black,White,206,14736,39,28,Tennessee,Automatic,Mid-size,Sedans,34998.0,4D Sedan
Jeep,Renegade,2017,2WD,4,175,Gas,Black,Silver,180,57665,30,22,Tennessee,Automatic,,"Crossovers,Sport Utilities",19998.0,4D Sport Utility
Ford,Expedition,2011,4WD,8,365,Gas,Tan,Blue,310,74987,18,13,Colorado,Automatic,Full-size,Sport Utilities,23998.0,4D Sport Utility
GMC,Yukon,2014,4WD,8,417,Gas,Tan,Black,403,109965,18,13,Colorado,Automatic,Full-size,Sport Utilities,31998.0,4D Sport Utility
Dodge,Durango,2017,4WD,8,,,Black,Red,,98055,,,Colorado,Automatic,Full-size,Sport Utilities,31998.0,4D Sport Utility
Chevrolet,Equinox,2018,2WD,4,203,Turbo Gas,Gray,White,170,67800,32,26,Tennessee,Automatic,Mid-size,"Crossovers,Sport Utilities",20998.0,4D Sport Utility
Nissan,Altima,2016,2WD,4,180,Gas,Tan,White,182,59399,39,27,Georgia,Automatic,Mid-size,Sedans,18998.0,4D Sedan
Ram,2500,2021,4WD,8,,,Gray,Silver,,16752,,,Colorado,Automatic,,Pickup Trucks,59998.0,4D Crew Cab
Lexus,LC 500,2018,2WD,8,398,Gas,Brown,Red,471,3951,26,16,Colorado,Automatic,Compact,"Luxury Vehicles,Coupes,Sports Cars",87998.0,2D Coupe
Toyota,Tundra,2018,2WD,8,401,Gas,Tan,White,381,45930,18,13,Colorado,Automatic,Full-size,Pickup Trucks,37998.0,4D Crew Cab
Mercedes-Benz,CLA250,2017,4WD,4,258,Turbo Gas,Black,White,208,53566,32,23,Colorado,Automatic,Compact,"Luxury Vehicles,Sedans",23998.0,4D Sedan
Kia,Soul,2019,2WD,4,118,Gas,Black,White,130,40480,30,24,Florida,Manual 6 Speed,Compact,"Sport Utilities,Wagons",17998.0,4D Wagon
Toyota,4Runner,2020,4WD,6,,,Black,White,,14879,,,Florida,Automatic,Mid-size,Sport Utilities,47998.0,4D Sport Utility
Ram,1500,2015,4WD,8,,,Gray,Silver,,68627,,,Florida,Automatic,,Pickup Trucks,31998.0,4D Crew Cab
Hyundai,Tucson,2019,2WD,4,175,Gas,Black,Red,181,20546,28,22,Alabama,Automatic,Compact,"Crossovers,Sport Utilities",27998.0,4D Sport Utility
Hyundai,Kona,2019,2WD,4,132,Gas,Black,Blue,147,6067,33,27,Alabama,Automatic,,"Crossovers,Sport Utilities",23998.0,4D Sport Utility
Honda,Civic,2017,2WD,4,138,Gas,Black,Black,158,25752,40,31,Alabama,Automatic,Compact,Sedans,23998.0,4D Sedan
Mercedes-Benz,E350,2014,4WD,6,273,Gas,White,Gray,302,53606,29,21,Colorado,Automatic,Mid-size,"Luxury Vehicles,Sedans",25998.0,4D Sedan
Kia,Soul,2013,2WD,4,,,Black,Silver,,68014,,,Nebraska,Automatic,Compact,"Sport Utilities,Wagons",15998.0,4D Wagon
Toyota,86,2017,2WD,4,151,Gas,Black,Gray,200,25060,32,24,Colorado,Automatic,Compact,"Coupes,Sports Cars",25998.0,2D Coupe
Volkswagen,Jetta,2017,2WD,4,184,Turbo Gas,Black,White,150,38173,38,28,Tennessee,Automatic,Mid-size,Sedans,17998.0,4D Sedan
Buick,LaCrosse,2017,2WD,6,268,Gas,Black,Blue,310,26822,31,21,Iowa,Automatic,Full-size,Sedans,24998.0,4D Sedan
Honda,Odyssey,2021,2WD,6,262,Gas,Gray,Silver,280,4571,,,Colorado,Automatic,Mid-size,Minivans and Vans,45998.0,4D Pass Van
BMW,X3,2015,4WD,4,260,Turbo Gas,Black,Gray,240,53786,28,21,Colorado,Automatic,Compact,"Crossovers,Luxury Vehicles,Sport Utilities",24998.0,4D Sport Utility
Ford,F150,2018,4WD,6,470,Turbo Gas,Black,Red,375,65022,22,16,Colorado,Automatic,Full-size,Pickup Trucks,35998.0,4D Extended Cab
Nissan,Maxima,2017,2WD,6,,,Black,Silver,,58360,,,Colorado,Automatic,Mid-size,Sedans,22998.0,4D Sedan
Jeep,Grand Cherokee,2019,2WD,6,260,Gas,Black,Silver,295,36013,26,,Colorado,Automatic,Mid-size,Sport Utilities,38998.0,4D Sport Utility
Nissan,Murano,2017,4WD,6,240,Gas,Black,Red,260,76715,28,21,Colorado,Automatic,Mid-size,"Crossovers,Sport Utilities,Wagons",26998.0,4D Sport Utility
Ford,F150,2018,4WD,6,,Turbo Gas,Black,White,,36369,,,Colorado,Automatic,Full-size,Pickup Trucks,38998.0,4D Crew Cab
Nissan,Sentra,2017,2WD,4,125,Gas,Black,Gray,124,30158,37,29,Tennessee,Automatic,Compact,Sedans,16998.0,4D Sedan
Ford,Fiesta,2019,2WD,4,112,Gas,Black,Silver,120,25151,35,27,Tennessee,Automatic,Compact,Sedans,16998.0,4D Sedan
Honda,Civic,2020,2WD,4,138,Gas,Gray,Gray,158,31666,38,30,Tennessee,Automatic,Compact,Sedans,21998.0,4D Sedan
Honda,Civic,2019,2WD,4,138,Gas,Black,Silver,158,24744,38,30,Tennessee,Automatic,Compact,Sedans,22998.0,4D Sedan
Mazda,CX-5,2018,4WD,4,186,Gas,Tan,Red,187,33636,30,24,Tennessee,Automatic,Compact,"Crossovers,Sport Utilities",25998.0,4D Sport Utility
Honda,Pilot,2019,2WD,6,262,Gas,Black,White,280,21307,27,20,Alabama,Automatic,Mid-size,"Crossovers,Sport Utilities",39998.0,4D Sport Utility
Volvo,S90,2020,4WD,4,295,Turbo Supercharged,Black,Gray,316,19555,31,21,Alabama,Automatic,Full-size,"Luxury Vehicles,Sedans",40998.0,4D Sedan
Hyundai,Sonata,2019,2WD,4,178,Gas,Tan,White,185,18439,33,25,Alabama,Automatic,Mid-size,Sedans,25998.0,4D Sedan
Dodge,Journey,2016,4WD,6,,,Gray,Gray,,60799,,,Colorado,Automatic,Mid-size,Sport Utilities,18998.0,4D Sport Utility
